"","track_name","artist.s._name","released_year","released_month","in_spotify_playlists","listas_spotify_log","bpm","porcentaje_bailable","porcentaje_energia","porcentaje_acustica","porcentaje_instrumental","porcentaje_voz","porcentaje_envivo","modo","valencia","clave_sol"
"429","WORTH NOTHING","Twisted, Oliver Tree",2022,9,1612,7.38523092306657,140,58,62,18,0,8,20,"Minor",17,0
"430","Bad Habits","Ed Sheeran",2020,9,12755,9.45367863057591,126,81,90,5,0,3,36,"Minor",59,0
"431","KICK BACK","Kenshi Yonezu",2022,10,574,6.35262939631957,102,58,94,0,0,11,9,"Major",29,0
"432","Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A","Omar Apollo",2022,4,2499,7.82364593083495,82,70,34,60,1,4,11,"Major",31,0
"433","Good Days","SZA",2020,12,10426,9.25205796532805,121,46,78,23,0,6,72,"Minor",53,0
"434","Levitating (feat. DaBaby)","Dua Lipa, DaBaby",2020,3,15894,9.67369695850013,103,70,83,1,0,6,7,"Minor",92,0
"435","Woman","Doja Cat",2021,6,9424,9.15101490589137,108,82,76,9,0,9,12,"Minor",88,0
"436","Shut up My Moms Calling - (Sped Up)","Hotel Ugly",2022,9,713,6.5694814204143,85,65,47,31,0,10,12,"Minor",36,0
"437","Ferrari","James Hype, Miggy Dela Rosa",2022,3,7758,8.95647984799991,125,84,69,1,0,5,5,"Minor",70,0
"438","You're On Your Own, Kid","Taylor Swift",2022,10,2537,7.83873755959928,120,69,39,41,0,6,13,"Major",40,0
"439","Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",2022,7,292,5.67675380226828,94,58,57,57,0,3,10,"Major",44,0
"440","Agudo Mï¿½ï¿½gi","Styrx, utku INC, Thezth",1930,1,323,5.77765232322266,130,65,80,22,4,5,7,"Minor",49,0
"441","Payphone","Maroon 5, Wiz Khalifa",2012,1,14143,9.5569750810205,110,74,74,2,0,4,29,"Major",51,0
"442","All I Want for Christmas Is You","Mariah Carey",1994,10,25653,10.1524158028241,150,34,63,16,0,4,7,"Major",33,1
"443","Last Christmas","Wham!",1984,1,22153,10.0057282064827,107,74,65,28,0,3,46,"Minor",88,0
"444","Rockin' Around The Christmas Tree","Brenda Lee",1958,1,14994,9.61540540006301,140,70,41,71,0,5,45,"Major",85,0
"445","Jingle Bell Rock","Bobby Helms",1957,1,10326,9.24242026543959,119,74,37,84,0,3,6,"Major",78,0
"446","It's Beginning To Look A Lot Like Christmas","Michael Bublï¿",2011,10,12353,9.42165422753681,93,35,23,91,0,3,29,"Major",38,0
"447","Santa Tell Me","Ariana Grande",2013,12,9408,9.14931567013841,133,46,63,5,0,18,30,"Major",53,1
"448","It's the Most Wonderful Time of the Year","Andy Williams",1963,10,8879,9.09144421703233,202,24,60,77,0,4,12,"Major",76,1
"449","Let It Snow! Let It Snow! Let It Snow!","Dean Martin",1959,11,6512,8.78140190768238,134,45,24,91,0,4,18,"Major",72,0
"450","Snowman","Sia",2017,1,5140,8.54480835844921,105,72,51,48,0,3,9,"Major",33,0
"451","Underneath the Tree","Kelly Clarkson",2013,10,6596,8.79421868367949,160,51,81,0,0,5,21,"Major",69,0
"452","Feliz Navidad","Josï¿½ï¿½ Felic",1970,11,3788,8.23959345430597,148,50,82,47,0,4,34,"Major",96,0
"453","Holly Jolly Christmas","Michael Bublï¿",2011,10,7655,8.94311430809178,151,65,47,87,0,4,9,"Major",70,1
"454","Mistletoe","Justin Bieber",2011,1,9577,9.16711966952162,162,67,54,51,0,4,9,"Minor",88,0
"455","Sleigh Ride","The Ronettes",1963,11,10114,9.22167588163993,92,53,77,40,0,3,32,"Major",84,0
"456","Seek & Destroy","SZA",2022,12,1007,6.91473089271856,152,65,65,44,18,7,21,"Major",35,0
"457","Love Language","SZA",2022,12,1127,7.02731451403978,65,71,26,85,0,8,13,"Minor",55,0
"458","Happy Xmas (War Is Over)","John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",1971,12,10829,9.28998299962838,147,33,61,32,0,3,77,"Major",39,0
"459","Used (feat. Don Toliver)","SZA, Don Toliver",2022,12,1042,6.94889722231331,150,73,69,53,0,9,32,"Minor",71,0
"460","A Holly Jolly Christmas - Single Version","Burl Ives",1952,1,7930,8.97840831462889,140,67,36,64,0,3,15,"Major",81,0
"461","The Christmas Song (Merry Christmas To You) - Remastered 1999","Nat King Cole",1946,11,11500,9.35010231435134,139,36,15,84,0,4,11,"Major",22,0
"462","Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney",1979,11,1685,7.42952084278646,95,75,58,36,0,3,9,"Major",74,0
"463","Do They Know It's Christmas? - 1984 Version","Band Aid",1984,11,14169,9.55881175856423,115,60,57,0,2,3,27,"Major",23,0
"464","Ghost in the Machine (feat. Phoebe Bridgers)","SZA, Phoebe Bridgers",2022,12,1634,7.39878627541995,125,62,43,84,3,5,11,"Major",59,0
"465","Special","SZA",2022,12,906,6.80903930604298,76,60,20,78,0,5,11,"Major",19,0
"466","Merry Christmas Everyone","Shakin' Stevens",1984,1,1087,6.99117688712121,101,72,87,14,0,3,13,"Minor",91,0
"467","Let It Snow! Let It Snow! Let It Snow!","Frank Sinatra, B. Swanson Quartet",1950,1,10585,9.26719318356897,143,60,32,88,0,6,34,"Major",86,0
"468","SOS","SZA",2022,12,827,6.71780469502369,119,51,66,67,0,23,9,"Minor",51,1
"469","Open Arms (feat. Travis Scott)","SZA, Travis Scott",2022,12,1420,7.25841215059531,78,67,59,76,1,16,15,"Major",22,0
"470","White Christmas","Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",1942,1,11940,9.38764938694659,96,23,25,91,0,3,40,"Major",19,0
"471","Driving Home for Christmas - 2019 Remaster","Chris Rea",1986,1,888,6.78897174299217,180,51,58,36,0,4,18,"Major",87,0
"472","Christmas (Baby Please Come Home)","Darlene Love",1963,11,9122,9.11844435727165,126,34,76,39,0,5,8,"Major",35,0
"473","Gone Girl","SZA",2022,12,892,6.79346613258001,150,43,44,57,0,6,15,"Major",42,0
"474","F2F","SZA",2022,12,989,6.89669433162271,90,53,74,9,0,4,34,"Major",47,0
"475","Notice Me","SZA",2022,12,819,6.70808408385307,160,72,68,28,0,12,11,"Major",78,0
"476","Merry Christmas","Ed Sheeran, Elton John",2017,11,2209,7.70029520342012,114,59,94,24,0,4,10,"Major",60,0
"477","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",1958,1,6290,8.74671634969449,113,73,32,77,0,5,15,"Major",72,1
"478","My Only Wish (This Year)","Britney Spears",2000,11,6952,8.84678466694523,147,67,72,17,0,3,19,"Major",69,0
"479","Antidepresan","Mabel Matiz, Mert Demir",2022,11,313,5.74620319054015,100,70,59,3,0,3,10,"Minor",92,0
"480","Wild Flower (with youjeen)","RM",2022,12,353,5.8664680569333,155,49,77,3,0,9,12,"Major",42,0
"481","I Hate U","SZA",2021,12,4094,8.31727776622123,107,54,39,51,0,16,11,"Minor",41,1
"482","Raindrops (Insane) [with Travis Scott]","Travis Scott, Metro Boomin",2022,12,880,6.77992190747225,112,80,54,9,0,5,38,"Major",15,0
"483","SPIT IN MY FACE!","ThxSoMch",2022,10,573,6.35088571671474,166,70,57,9,20,7,11,"Major",57,0
"484","Deck The Hall - Remastered 1999","Nat King Cole",1959,1,3299,8.10137467122858,107,69,36,81,0,4,8,"Minor",96,0
"485","Smoking on my Ex Pack","SZA",2022,12,811,6.69826805411541,81,47,68,24,0,38,22,"Major",33,0
"486","Conceited","SZA",2022,12,899,6.80128303447162,150,79,46,5,0,7,11,"Major",77,0
"487","Snow On The Beach (feat. Lana Del Rey)","Taylor Swift, Lana Del Rey",2022,10,2415,7.78945456608667,110,66,32,69,0,4,12,"Major",19,0
"488","Maroon","Taylor Swift",2022,10,2304,7.74240202181578,108,64,40,6,0,6,10,"Major",4,1
"489","Tubarï¿½ï¿½o Te","Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",2022,9,1003,6.91075078796194,130,89,74,30,0,36,7,"Minor",48,0
"490","Bejeweled","Taylor Swift",2022,10,2699,7.900636613018,164,70,56,6,0,7,9,"Major",39,1
"491","Tarot","Bad Bunny, Jhay Cortez",2022,5,2482,7.81681996576455,114,80,68,2,0,4,66,"Minor",42,0
"492","You Make It Feel Like Christmas (feat. Blake Shelton)","Gwen Stefani, Blake Shelton",2005,9,2577,7.85438121065236,93,63,88,1,0,4,12,"Major",93,0
"493","Desesperados","Chencho Corleone, Rauw Alejandro",2021,6,6821,8.82776136765472,90,87,69,36,0,8,9,"Minor",51,0
"494","Too Late","SZA",2022,12,714,6.57088296233958,128,45,68,78,0,8,39,"Major",35,0
"495","Party","Bad Bunny, Rauw Alejandro",2022,5,3185,8.06620756800626,97,83,80,2,0,9,24,"Major",47,0
"496","Run Rudolph Run - Single Version","Chuck Berry",1958,1,8612,9.06091185848425,152,69,71,79,0,8,7,"Minor",94,1
"497","Jingle Bells - Remastered 1999","Frank Sinatra",1957,1,4326,8.372398606513,175,51,34,73,0,5,10,"Major",94,0
"498","Far","SZA",2022,12,680,6.52209279817015,116,61,55,67,0,8,16,"Major",48,0
"499","On Time (with John Legend)","John Legend, Metro Boomin",2022,12,398,5.98645200528444,80,33,59,76,0,6,44,"Minor",51,0
"500","GATï¿½ï¿½","Maldy, Karol G",2022,8,3328,8.1101268019411,93,63,86,26,0,39,21,"Minor",34,0
"501","ýýýabcdefu","Gayle",2021,8,7215,8.88391747120797,122,70,54,30,0,5,37,"Major",42,0
"502","Sacrifice","The Weeknd",2022,1,4440,8.39840965542627,122,70,79,3,0,10,7,"Major",91,1
"503","Is There Someone Else?","The Weeknd",2022,1,2881,7.96589273508453,135,70,58,4,0,3,16,"Minor",60,0
"504","Fingers Crossed","Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",2022,1,2235,7.71199650704767,109,60,47,62,0,5,31,"Major",45,0
"505","Out of Time","The Weeknd",2022,1,3711,8.2190566610606,93,65,74,27,0,5,32,"Minor",82,0
"506","Do It To It","Cherish, ACRAZE",2021,8,12403,9.42569365781533,125,85,81,2,5,9,7,"Minor",64,0
"507","We Don't Talk About Bruno","Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",2021,11,2785,7.93200315236138,206,58,45,36,0,8,11,"Minor",83,0
"508","Pepas","Farruko",2021,6,14114,9.55492249156078,130,76,77,1,0,3,13,"Major",44,1
"509","How Do I Make You Love Me?","The Weeknd",2022,1,1915,7.55747290161475,121,80,51,2,0,8,9,"Minor",62,1
"510","Gasoline","The Weeknd",2022,1,2297,7.7393592026891,123,74,73,0,0,5,21,"Minor",35,0
"511","Infinity","Jaymes Young",2017,6,4375,8.38366179879172,122,67,67,15,0,4,30,"Minor",50,0
"512","Less Than Zero","The Weeknd",2022,1,2800,7.9373746961633,143,53,79,0,0,3,8,"Major",50,0
"513","Take My Breath","The Weeknd",2021,8,2597,7.86211221166275,121,70,77,1,0,4,26,"Minor",35,0
"514","good 4 u","Olivia Rodrigo",2021,5,15563,9.65265158120501,166,56,66,28,0,18,11,"Minor",68,0
"515","Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",2022,1,1420,7.25841215059531,135,41,64,36,0,3,60,"Major",27,0
"516","Best Friends","The Weeknd",2022,1,1292,7.16394668434255,87,49,59,44,0,21,35,"Minor",49,0
"517","Kiss Me More (feat. SZA)","SZA, Doja Cat",2021,4,15867,9.67199675973409,111,77,66,30,0,3,13,"Major",74,0
"518","I Heard You're Married (feat. Lil Wayne)","The Weeknd, Lil Wayne",2022,1,1178,7.07157336421153,110,75,84,10,0,19,31,"Major",85,0
"519","Need To Know","Doja Cat",2021,6,6672,8.80567494403858,130,66,61,30,0,7,9,"Major",19,0
"520","MONTERO (Call Me By Your Name)","Lil Nas X",2020,9,12329,9.41970948986855,179,61,51,30,0,15,38,"Minor",76,0
"521","love nwantiti (ah ah ah)","Ckay",2019,7,5669,8.6427680143243,93,74,73,61,0,4,13,"Minor",53,0
"522","Dawn FM","The Weeknd",2022,1,811,6.69826805411541,78,27,49,62,0,5,49,"Minor",10,0
"523","Surface Pressure","Jessica Darrow",2021,11,1756,7.47079377419506,180,65,58,2,0,31,4,"Major",37,0
"524","Starry Eyes","The Weeknd",2022,1,1014,6.92165818415113,86,28,41,50,0,3,19,"Minor",13,0
"525","THATS WHAT I WANT","Lil Nas X",2021,9,7963,8.98256109225744,88,74,85,1,0,22,5,"Minor",55,0
"526","One Right Now (with The Weeknd)","The Weeknd, Post Malone",2021,11,4771,8.47031120551611,97,68,78,4,0,5,7,"Major",72,0
"527","Beggin","Mï¿½ï¿½ne",2017,12,8559,9.05473863988161,134,71,80,13,0,5,36,"Minor",59,0
"528","Mon Amour - Remix","Aitana, zzoilo",2020,9,3221,8.0774471493312,116,75,76,12,0,10,10,"Major",36,0
"529","Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","Julieta Venegas, Bad Bunny, Tainy",2021,10,3423,8.13827263853019,170,64,70,9,0,8,9,"Minor",14,0
"530","MONEY","Lisa",2021,9,2566,7.85010354517558,140,83,55,16,0,23,14,"Minor",40,0
"531","The Motto","Tiï¿½ï¿½sto, Ava",2021,11,9151,9.12161844191538,118,75,76,3,0,4,9,"Minor",46,1
"532","Happier Than Ever","Billie Eilish",2021,7,8476,9.04499391938819,65,31,24,76,0,4,14,"Major",31,0
"533","Moth To A Flame (with The Weeknd)","The Weeknd, Swedish House Mafia",2021,10,7495,8.9219914105367,120,56,67,0,0,4,11,"Minor",16,0
"534","traitor","Juan Cruz Toledo, Huilen Toledo",2021,5,5257,8.56731580081945,176,29,33,68,0,5,12,"Major",12,0
"535","Toxic","BoyWithUke",2021,9,1795,7.49276030092238,180,59,61,84,0,36,46,"Minor",69,0
"536","drivers license","Olivia Rodrigo",2021,1,12685,9.44817547203338,144,59,43,76,0,7,10,"Major",21,0
"537","Malvadï¿½ï¿","Xamï¿½ï¿½, Gustah, Neo B",2021,11,648,6.47389069635227,133,82,61,38,0,27,14,"Minor",52,0
"538","All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",2021,11,4635,8.44139147799996,93,63,52,28,0,3,9,"Major",21,0
"539","Donï¿½ï¿½ï¿½t Break My","The Weeknd",2022,1,1184,7.07665381544395,122,77,62,34,0,3,23,"Major",25,0
"540","Oh My God","Adele",2021,11,4431,8.39638057119949,88,53,73,9,0,5,3,"Major",55,0
"541","Entre Nosotros (Remix) [con Nicki Nicole]","Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",2022,1,759,6.63200177739563,170,70,44,40,0,4,37,"Minor",61,0
"542","A Tale By Quincy","The Weeknd",2022,1,733,6.59714570188665,94,46,50,71,0,11,10,"Minor",55,0
"543","I AM WOMAN","Emmy Meli",2021,11,2795,7.9355873855892,170,65,47,12,0,16,13,"Major",46,0
"544","Medallo","Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",2021,10,2780,7.93020620668468,90,79,70,57,0,8,66,"Minor",79,0
"545","It'll Be Okay","Shawn Mendes",2021,12,1950,7.57558465155779,78,40,29,62,0,3,9,"Major",7,1
"546","Softcore","The Neighbourhood",2018,3,3947,8.28071107566285,94,57,58,5,0,3,15,"Major",36,0
"547","Super Gremlin","Kodak Black",2021,10,2551,7.84424071814181,73,83,41,0,0,14,36,"Major",11,0
"548","Volvï¿","Aventura, Bad Bunny",2021,8,5375,8.58951385299586,176,73,86,42,0,18,7,"Major",79,0
"549","Todo De Ti","Rauw Alejandro",2020,11,11975,9.39057642227912,128,81,63,40,1,4,10,"Minor",57,0
"550","Love Nwantiti - Remix","Ckay, AX'EL, Dj Yo!",2019,8,2696,7.8995244720322,120,58,60,44,9,6,5,"Major",44,0
"551","Smokin Out The Window","Bruno Mars, Anderson .Paak, Silk Sonic",2021,11,4963,8.50976567558744,82,63,62,6,0,4,35,"Major",85,0
"552","Meet Me At Our Spot","THE ANXIETY, Willow, Tyler Cole",2020,3,6734,8.81492459972102,95,77,47,2,0,3,9,"Major",40,0
"553","Every Angel is Terrifying","The Weeknd",2022,1,715,6.57228254269401,118,44,94,11,0,29,4,"Major",52,0
"554","Tacones Rojos","Sebastian Yatra",2021,10,3047,8.02191277898571,123,75,86,8,0,3,14,"Minor",93,0
"555","Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber, Daniel Caesar, Giveon",2021,3,14140,9.55676293945056,90,63,68,38,0,18,42,"Major",49,0
"556","Dakiti","Bad Bunny, Jhay Cortez",2020,10,11215,9.32500744695431,110,73,57,40,0,5,11,"Minor",14,0
"557","Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2021,12,1678,7.42535788702715,96,66,82,47,0,32,10,"Minor",76,0
"558","Lï¿½ï¿½ï¿","Stromae",2022,1,2035,7.6182510978767,88,56,55,35,0,11,23,"Minor",58,0
"559","Nostï¿½ï¿½l","Chris Brown, Rvssian, Rauw Alejandro",2021,9,2780,7.93020620668468,98,73,85,17,0,5,24,"Minor",60,0
"560","Better Days (NEIKED x Mae Muller x Polo G)","NEIKED, Mae Muller, Polo G",2021,9,4091,8.3165447179294,110,72,68,0,0,4,14,"Minor",67,0
"561","Life Goes On","Oliver Tree",2020,7,2868,7.96137020171951,80,70,49,19,0,8,12,"Major",57,0
"562","Sad Girlz Luv Money Remix (feat. Kali Uchis)","Kali Uchis, Amaarae, Moliy",2021,9,3643,8.20056279700856,110,86,53,43,0,6,11,"Minor",31,0
"563","Butter","BTS",2021,5,4779,8.47198659857816,110,79,36,0,0,11,6,"Major",70,0
"564","pushin P (feat. Young Thug)","Young Thug, Future, Gunna",2022,1,3517,8.16536363247398,78,77,42,1,1,19,13,"Minor",49,0
"565","You Right","Doja Cat, The Weeknd",2021,6,5073,8.53168763756669,129,83,62,2,0,6,8,"Major",44,0
"566","deja vu","Olivia Rodrigo",2021,4,7545,8.92864037120195,181,44,60,61,0,9,42,"Major",22,0
"567","Dynamite","BTS",2020,8,8528,9.05111014640562,114,75,77,1,0,10,9,"Minor",74,0
"568","TO THE MOON","Jnr Choi",2021,11,2979,7.99934295271328,144,74,65,5,1,35,11,"Major",39,0
"569","Lost in the Fire","The Weeknd, Gesaffelstein",2019,1,7731,8.95299349932047,101,66,68,9,0,4,12,"Major",18,0
"570","Salimo de Noche","Trueno, Tiago pzk",2021,10,1057,6.96318998587024,84,67,63,29,0,5,12,"Major",78,0
"571","Volando - Remix","Sech, Bad Bunny, Mora",2021,7,3272,8.09315669772264,154,66,69,21,0,7,11,"Major",63,0
"572","Leave The Door Open","Bruno Mars, Anderson .Paak, Silk Sonic",2021,3,14417,9.5761633448119,148,59,62,18,0,3,9,"Major",72,0
"573","Knife Talk (with 21 Savage ft. Project Pat)","Drake, Project Pat, 21 Savage",2021,9,5199,8.55622157838371,146,85,37,13,0,30,7,"Minor",22,0
"574","Don't Be Shy","Tiï¿½ï¿½sto, Kar",2021,8,6026,8.70383871969025,120,77,79,20,0,6,26,"Minor",51,0
"575","Love Grows (Where My Rosemary Goes)","Edison Lighthouse",1970,1,2877,7.96450336355155,110,53,69,7,0,3,17,"Major",75,0
"576","LA FAMA (with The Weeknd)","The Weeknd, ROSALï¿½",2021,11,4640,8.4424696452203,136,77,30,95,0,5,13,"Minor",82,0
"577","The Family Madrigal","Olga Merediz, Stephanie Beatriz, Encanto - Cast",2021,11,1150,7.0475172213573,141,59,63,12,0,36,6,"Major",56,0
"578","Phantom Regret by Jim","The Weeknd",2022,1,768,6.64378973314767,108,46,48,75,30,4,14,"Minor",23,0
"579","Dos Oruguitas","Sebastian Yatra",2021,11,925,6.82979373751242,94,42,36,76,0,5,9,"Major",47,0
"580","Freaks","Surf Curse",2015,5,3006,8.00836557031292,180,35,94,0,63,5,5,"Major",41,0
"581","Acapulco","Jason Derulo",2021,9,3098,8.03851202097681,122,77,79,5,0,5,16,"Major",51,0
"582","Daddy Issues","The Neighbourhood",2015,10,9771,9.18717409394434,85,59,52,7,15,3,12,"Major",33,0
"583","thought i was playing","21 Savage, Gunna",2022,1,807,6.69332366826995,148,68,73,0,0,7,7,"Major",29,0
"584","ELEVEN","IVE",2021,12,521,6.25575004175337,120,83,73,6,0,11,5,"Major",59,0
"585","Mood (feat. Iann Dior)","24kgoldn, Iann Dior",2020,7,12854,9.46141032593123,91,70,72,22,0,4,27,"Minor",76,1
"586","What Else Can I Do?","Stephanie Beatriz, Diane Guerrero",2021,11,802,6.68710860786651,120,72,71,26,0,4,10,"Major",54,0
"587","DANCE CRIP","Trueno",2021,11,731,6.59441345974978,106,86,79,11,0,9,8,"Major",86,0
"588","Miserable Man","David Kushner",2022,1,788,6.66949808985788,110,63,35,93,0,3,29,"Major",31,0
"589","happier","Olivia Rodrigo",2021,5,3069,8.02910705461974,169,39,45,81,0,13,8,"Major",36,0
"590","Praise God","Kanye West",2021,8,4651,8.4448375292241,118,80,55,1,0,17,26,"Major",21,0
"591","Get Into It (Yuh)","Doja Cat",2021,6,4999,8.51699317141357,92,91,66,32,0,16,9,"Minor",79,0
"592","Before You Go","Lewis Capaldi",2019,11,8327,9.02725852623582,112,45,60,63,0,6,9,"Major",19,0
"593","Sky","Playboi Carti",2020,12,3297,8.10076824307173,140,79,91,26,0,21,13,"Major",56,0
"594","Rolling in the Deep","Adele",2010,11,35684,10.4824576880337,105,73,76,13,0,3,5,"Major",52,0
"595","Sobrio","Maluma",2021,7,3506,8.16223106548118,178,76,77,14,0,22,15,"Major",63,0
"596","Peru","Ed Sheeran, Fireboy DML",2021,12,2999,8.00603417874901,108,96,42,57,0,9,8,"Minor",71,1
"597","favorite crime","Olivia Rodrigo",2021,5,3681,8.21093973337902,173,40,29,86,0,4,34,"Major",19,0
"598","Thunder","Prezioso, Gabry Ponte, LUM!X",2021,5,4846,8.48590890137647,101,67,90,3,0,6,34,"Major",40,0
"599","The Business","Tiï¿½ï¿",2020,1,14311,9.56878375131088,120,80,62,41,2,23,11,"Minor",24,0
"600","positions","Ariana Grande",2020,10,8207,9.01274272762971,144,73,80,44,0,12,9,"Major",66,0
"601","I WANNA BE YOUR SLAVE","Mï¿½ï¿½ne",2021,3,4873,8.49146504284351,133,75,61,0,0,4,18,"Major",96,0
"602","Vai Lï¿½ï¿½ Em Casa ","Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2021,10,772,6.64898455002478,158,46,83,53,0,28,97,"Minor",62,0
"603","The Feels","TWICE",2021,10,1150,7.0475172213573,120,81,90,9,0,7,8,"Major",92,0
"604","HEARTBREAK ANNIVERSARY","Giveon",2020,2,5398,8.59378379357795,129,61,46,56,0,5,13,"Major",59,0
"605","No Lie","Sean Paul, Dua Lipa",2016,11,7370,8.90517298518338,102,74,89,5,0,13,26,"Major",45,1
"606","OUT OUT (feat. Charli XCX & Saweetie)","Charli XCX, Jax Jones, Joel Corry, Saweetie",2021,8,6890,8.8378263640077,124,79,84,2,0,5,5,"Minor",79,0
"607","Pope Is a Rockstar","SALES",2016,4,1966,7.58375630070711,90,73,45,85,24,3,11,"Minor",31,0
"608","2055","Sleepy hallow",2021,4,2226,7.70796153183549,161,78,52,46,0,31,12,"Minor",65,0
"609","Bored","Billie Eilish",2017,3,4204,8.34379173199684,120,60,33,90,0,5,8,"Major",11,1
"610","Happier Than Ever - Edit","Billie Eilish",2021,7,1959,7.58018941794454,81,45,57,7,0,3,23,"Major",12,0
"611","Astronaut In The Ocean","Masked Wolf",2019,1,7191,8.88058552310249,150,78,70,18,0,9,15,"Minor",47,0
"612","Ley Seca","Anuel Aa, Jhay Cortez",2021,9,2012,7.60688453121963,105,76,84,10,0,10,13,"Major",58,0
"613","Every Summertime","NIKI",2021,8,1211,7.09920174355309,79,63,67,38,0,4,6,"Major",76,0
"614","Talking To The Moon","Bruno Mars",2010,10,7109,8.86911686592948,146,52,61,51,0,3,11,"Minor",7,0
"615","you broke me first","Tate McRae",2020,4,6638,8.80056599227992,124,64,37,79,0,5,9,"Major",8,0
"616","The Nights","Avicii",2014,1,17354,9.76157830635344,126,53,85,2,0,4,24,"Major",66,0
"617","Take My Breath","The Weeknd",2021,8,6392,8.76280248744611,121,75,74,2,0,5,11,"Major",53,0
"618","Way 2 Sexy (with Future & Young Thug)","Drake, Future, Young Thug",2021,9,5481,8.60904284504612,136,80,60,0,0,14,32,"Minor",33,0
"619","Cï¿½ï¿½","Rauw Alejandro",2021,6,2636,7.8770178956224,102,77,63,58,0,5,11,"Minor",26,0
"620","Enemy - from the series Arcane League of Legends","Imagine Dragons, League of Legends, Arcane",2021,10,824,6.71417052990947,77,73,74,23,0,23,41,"Major",54,1
"621","Dance Monkey","Tones and I",2019,5,24529,10.1076113700131,98,82,59,69,0,10,18,"Minor",54,0
"622","Lucid Dreams","Juice WRLD",2017,6,14749,9.5989305628595,84,44,48,38,0,24,33,"Minor",22,0
"623","Quï¿½ï¿½ Mï¿½ï¿","J Balvin, Maria Becerra",2021,1,8087,8.99801311309582,102,89,82,3,0,11,17,"Major",77,0
"624","All of Me","John Legend",2013,8,27221,10.2117440132235,120,42,26,92,0,3,13,"Major",33,0
"625","Smells Like Teen Spirit - Remastered 2021","Nirvana",1991,9,49991,10.8195982682083,117,52,91,0,0,7,11,"Major",73,0
"626","Arcade","Duncan Laurence",2019,3,6646,8.80177044891454,72,45,33,82,0,4,14,"Minor",27,0
"627","Fair Trade (with Travis Scott)","Drake, Travis Scott",2021,9,5403,8.59470963384407,168,67,47,5,0,26,22,"Major",29,0
"628","Bar","Tini, L-Gante",2021,11,755,6.62671774924902,94,52,69,13,0,8,33,"Major",68,0
"629","The Rumbling (TV Size)","SiM",2022,1,254,5.53733426701854,145,41,88,0,0,5,26,"Major",65,0
"630","family ties (with Kendrick Lamar)","Kendrick Lamar, Baby Keem",2021,8,6308,8.74957394808293,134,71,61,1,0,33,23,"Major",14,0
"631","Mr. Brightside","The Killers",2003,9,51979,10.8585950698419,148,35,93,0,0,8,10,"Major",24,0
"632","Blessed-Cursed","ENHYPEN",2022,1,246,5.50533153593236,127,60,89,9,0,6,60,"Minor",40,0
"633","AM Remix","J Balvin, Nio Garcia, Bad Bunny",2021,6,6556,8.78813593986372,172,74,66,11,0,16,8,"Minor",79,0
"634","Streets","Doja Cat",2019,11,5728,8.65312170864048,90,75,46,21,4,8,34,"Major",19,0
"635","Shallow","Lady Gaga, Bradley Cooper",2018,9,16636,9.7193243008628,96,57,40,38,0,3,26,"Major",30,1
"636","Polaroid Love","ENHYPEN",2022,1,461,6.13339804299665,138,74,67,46,0,4,36,"Minor",65,1
"637","Leave Before You Love Me (with Jonas Brothers)","Marshmello, Jonas Brothers",2021,4,4893,8.49556089128912,120,72,72,0,0,4,13,"Major",67,1
"638","Permission to Dance","BTS",2021,7,1801,7.49609734517596,125,70,74,1,0,4,34,"Major",65,0
"639","Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",2021,1,12043,9.39623885726048,123,82,86,1,0,13,30,"Major",80,0
"640","RAPSTAR","Polo G",2021,4,4731,8.46189187563115,81,79,54,41,0,24,13,"Major",44,0
"641","'Till I Collapse","Eminem, Nate Dogg",2002,5,22923,10.0398960523157,171,55,85,7,0,20,8,"Major",10,0
"642","Memories","Maroon 5",2019,9,9974,9.20773698610607,91,77,32,84,0,5,8,"Major",60,0
"643","Se Le Ve","Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",2021,8,1560,7.35244110024358,84,56,76,10,0,11,14,"Minor",61,1
